,Description,Label
946,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison.",Gastly
947,"With its gas-like body, it can sneak into any place it desires. However, it can be blown away by wind.",Gastly
948,"Its body is made of gas. Despite lacking substance, it can envelop an opponent of any size and cause suffocation.",Gastly
949,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison.",Gastly
950,"Its body is made of gas. Despite lacking substance, it can envelop an opponent of any size and cause suffocation.",Gastly
951,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison.",Gastly
952,"Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind.",Gastly
953,"Should a strange light be seen flickering in an abandoned building, Gastly is lurking there.",Gastly
954,"Although Gastly is barely visible, when it’s near, a faint sweet smell lingers.",Gastly
955,It’s said that gas emanating from a graveyard was possessed by the grievances of the deceased and thus became a Pokémon.,Gastly
956,Poisonous gas comprises 95% of its body. It’s said that the remaining 5% is made up of the souls of those who died from the gas.,Gastly
957,"Said to appear in decrepit, deserted buildings. It has no real shape, as it appears to be made of a gas.",Gastly
958,"Born from gases, anyone would faint if engulfed by its gaseous body, which contains poison.",Gastly
959,"With its gas-like body, it can sneak into any place it desires. However, it can be blown away by wind.",Gastly
960,This Pokémon’s body is 95 percent made up of gases. The Pokémon can be blown away by strong gusts of wind.,Gastly
961,It’s a Pokémon born from poison gases. It defeats even the largest foes by enveloping them in gas.,Gastly
962,Gaseous and completely impalpable. Also highly dangerous— inhaling part of its poisonous body will cause one to faint instantly.,Gastly
963,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",Gengar
964,A GENGAR is close by if you feel a sudden chill. It may be trying to lay a curse on you.,Gengar
965,"It steals heat from its surroundings. If you feel a sudden chill, it is certain that a GENGAR appeared.",Gengar
966,"To steal the life of its target, it slips into the prey’s shadow and silently waits for an opportunity.",Gengar
967,"Hiding in people’s shadows at night, it absorbs their heat. The chill it causes makes the victims shake.",Gengar
968,"Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a GENGAR running past you, pretending to be your shadow.",Gengar
969,It is said to emerge from darkness to steal the lives of those who become lost in mountains.,Gengar
970,"On the night of a full moon, if shadows move on their own and laugh, it must be GENGAR’s doing.",Gengar
971,"Deep in the night, your shadow cast by a streetlight may suddenly overtake you. It is actually a GENGAR running past you, pretending to be your shadow.",Gengar
972,"It hides in shadows. It is said that if GENGAR is hiding, it cools the area by nearly 10 degrees F.",Gengar
973,"Lurking in the shadowy corners of rooms, it awaits chances to steal its prey’s life force.",Gengar
974,The leer that floats in darkness belongs to a GENGAR delighting in casting curses on people.,Gengar
975,"It steals heat from its surroundings. If you feel a sudden chill, it is certain that a GENGAR appeared.",Gengar
976,"To steal the life of its target, it slips into the prey’s shadow and silently waits for an opportunity.",Gengar
977,The leer that floats in darkness belongs to a Gengar delighting in casting curses on people.,Gengar
978,"It hides in shadows. It is said that if Gengar is hiding, it cools the area by nearly 10 degrees Fahrenheit.",Gengar
979,"Hiding in people’s shadows at night, it absorbs their heat. The chill it causes makes the victims shake.",Gengar
980,"Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a Gengar running past you, pretending to be your shadow.",Gengar
981,"Should you feel yourself attacked by a sudden chill, it is evidence of an approaching Gengar. There is no escaping it. Give up.",Gengar
982,"It apparently wishes for a traveling companion. Since it was once human itself, it tries to create one by taking the lives of other humans.",Gengar
983,You can hear tales told all over the world about how Gengar will pay a visit to children who are naughty.,Gengar
984,Even your home isn’t safe. Gengar will lurk in whatever dark corner of a room it can find and wait for its chance to catch its prey.,Gengar
985,A Gengar is close by if you feel a sudden chill. It may be trying to lay a curse on you.,Gengar
986,"On the night of a full moon, if shadows move on their own and laugh, it must be Gengar’s doing.",Gengar
987,It is said to emerge from darkness to steal the lives of those who become lost in mountains.,Gengar
988,"It hides in shadows. It is said that in rooms where Gengar is hiding, the temperature drops by nearly 10 degrees Fahrenheit.",Gengar
989,"Lurking in the shadowy corners of rooms, it awaits chances to steal its prey’s life-force.",Gengar
990,"Possesses potential victims’ shadows in an effort to steal away the victims’ lives. If your shadow begins to laugh, you must take hold of a protective charm posthaste!",Gengar
991,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",Geodude
992,"Commonly found near mountain trails, etc. If you step on one by accident, it gets angry.",Geodude
993,"Most people may not notice, but a closer look should reveal that there are many GEODUDE around.",Geodude
994,It uses its arms to steadily climb steep mountain paths. It swings its fists around if angered.,Geodude
995,"Proud of their sturdy bodies, they bash against each other in a contest to prove whose is harder.",Geodude
996,"The longer a GEODUDE lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this POKéMON’s heart will remain hard, craggy, and rough always.",Geodude
997,"When GEODUDE sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this POKéMON rolls downhill in search of food.",Geodude
998,Its round form makes it easy to pick up. Some people have used them to hurl at each other in a snowball fight.,Geodude
999,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",Geodude
1000,"It climbs mountain paths using only the power of its arms. Because they look just like boulders lining paths, hikers may step on them without noticing.",Geodude
1001,Many live on mountain trails and remain half buried while keeping an eye on climbers.,Geodude
1002,It is impossible to distinguish from rocks. It slams against others in contests of hardness.,Geodude
1003,"At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily.",Geodude
1004,"Most people may not notice, but a closer look should reveal that there are many GEODUDE around.",Geodude
1005,It uses its arms to steadily climb steep mountain paths. It swings its fists around if angered.,Geodude
1006,"At rest, it looks just like a rock. Carelessly stepping on it will make it swing its fists angrily.",Geodude
1007,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",Geodude
1008,It is impossible to distinguish from rocks. It slams against others in contests of hardness.,Geodude
1009,"The longer a Geodude lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this Pokémon’s heart will remain hard, craggy, and rough always.",Geodude
1010,"When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food.",Geodude
1011,"Its round body makes it easy to pick up, but it is hard and heavy. It’s dangerous to play with them as if they were snowballs.",Geodude
1012,There are plenty of them to be found along any road. A scholar with too much free time once counted a hundred of them along a single route.,Geodude
1013,"Geodude that have lived a long life have had all their edges smoothed out until they’re totally round. They also have a calm, quiet disposition.",Geodude
1014,It uses both hands to climb precipitous cliffs. People who see it in action have been known to take up bouldering.,Geodude
1015,"Commonly found near mountain trails and the like. If you step on one by accident, it gets angry.",Geodude
1016,Many live on mountain trails and remain half-buried while keeping an eye on climbers.,Geodude
1017,It is impossible to distinguish from rocks. It slams against others in contests of toughness.,Geodude
1018,"Makes its home in mountainous regions, using its arms to climb along harsh mountain roads. Can be troublesome—carelessly kicking one will cause it to fly into a rage and chase after you.",Geodude
1019,The fluid that oozes from its mouth isn’t drool. It is a nectar that is used to attract prey.,Gloom
1020,"Smells incredibly foul! However, around 1 out of 1,000 people enjoy sniffing its nose-bending stink.",Gloom
1021,What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.,Gloom
1022,"It secretes a sticky, drool-like honey. Although sweet, it smells too repulsive to get very close.",Gloom
1023,"The smell from its drool-like syrup and the pollen on its petals is so bad, it may make opponents faint.",Gloom
1024,"GLOOM releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this POKéMON is feeling calm and secure, it does not release its usual stinky aroma.",Gloom
1025,"From its mouth GLOOM drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey.",Gloom
1026,Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles.,Gloom
1027,The fluid that oozes from its mouth isn’t drool. It is a nectar that is used to attract prey.,Gloom
1028,"A horribly noxious honey drools from its mouth. One whiff of the honey can result in memory loss. Some fans are said to enjoy this overwhelming stink, however.",Gloom
1029,"The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.",Gloom
1030,What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.,Gloom
1031,"It secretes a sticky, drool-like honey. Although sweet, it smells too repulsive to get very close.",Gloom
1032,"The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.",Gloom
1033,"Smells incredibly foul! However, around one out of a thousand people enjoy sniffing its nose-bending stink.",Gloom
1034,"The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.",Gloom
1035,"Gloom releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this Pokémon is feeling calm and secure, it does not release its usual stinky aroma.",Gloom
1036,"From its mouth Gloom drips honey that smells absolutely horrible. Apparently, it loves the horrid stench. It sniffs the noxious fumes and then drools even more of its honey.",Gloom
1037,"Smells incredibly foul! However, around one out of a thousand people enjoy sniffing its nose-bending stink.",Gloom
1038,Its pistils exude an incredibly foul odor. The horrid stench can cause fainting at a distance of 1.25 miles.,Gloom
1039,What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.,Gloom
1040,The nectar it drools from its mouth smells so atrocious that it can make noses curl from more than a mile away.,Gloom
1041,"Once it strikes, it will not stop draining energy from the victim even if it gets too heavy to fly.",Golbat
1042,"It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and suck blood.",Golbat
1043,"However hard its victim’s hide may be, it punctures with sharp fangs and gorges itself with blood.",Golbat
1044,"It can drink more than 10 ounces of blood at once. If it has too much, it gets heavy and flies clumsily.",Golbat
1045,"When it plunges its fangs into its prey, it instantly draws and gulps down more than ten ounces of blood.",Golbat
1046,"GOLBAT loves to drink the blood of living things. It is particularly active in the pitch black of night. This POKéMON flits around in the night skies, seeking fresh blood.",Golbat
1047,"GOLBAT bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky dark moonless nights, flying around to attack people and POKéMON.",Golbat
1048,It clamps down on its prey with needle-sharp fangs and drains over 10 ounces of blood in one gulp.,Golbat
1049,"Once it bites, it will not stop draining energy from the victim even if it gets too heavy to fly.",Golbat
1050,Its fangs easily puncture even thick animal hide. It loves to feast on the blood of people and POKéMON. It flits about in darkness and strikes from behind.,Golbat
1051,It loves the blood of humans and Pokémon. It flies around at night in search of neck veins.,Golbat
1052,"Once it starts sucking blood, it does not stop until it is full. It flies at night in search of prey.",Golbat
1053,Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.,Golbat
1054,"However hard its victim’s hide may be, it punctures with sharp fangs and gorges itself with blood.",Golbat
1055,"It can drink more than 10 ounces of blood at once. If it has too much, it gets heavy and flies clumsily.",Golbat
1056,Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.,Golbat
1057,"Flitting around in the dead of night, it sinks its fangs into its prey and drains a nearly fatal amount of blood.",Golbat
1058,"Once it bites, it will not stop draining energy from the victim even if it gets too heavy to fly.",Golbat
1059,"Once it starts sucking blood, it does not stop until it is full. It flies at night in search of prey.",Golbat
1060,"Golbat loves to drink the blood of living things. It is particularly active in the pitch black of night. This Pokémon flits around in the night skies, seeking fresh blood.",Golbat
1061,"Golbat bites down on prey with its four fangs and drinks the victim’s blood. It becomes active on inky dark moonless nights, flying around to attack people and Pokémon.",Golbat
1062,"Its thick fangs are hollow like straws, making them unexpectedly fragile. These fangs are specialized for sucking blood.",Golbat
1063,"Sometimes they drink so much blood, they can’t fly anymore. Then they fall to the ground and become food for other Pokémon.",Golbat
1064,"Every once in a while, you’ll see a Golbat that’s missing some fangs. This happens when hunger drives it to try biting a Steel-type Pokémon.",Golbat
1065,They can suck down over 10 ounces of blood in one go. They have been known to drink so much blood that they can no longer fly.,Golbat
1066,"It attacks in a stealthy manner, without warning. Its sharp fangs are used to bite and to suck blood.",Golbat
1067,"It loves to drink other creatures’ blood. It’s said that if it finds others of its kind going hungry, it sometimes shares the blood it’s gathered.",Golbat
1068,"Its feet are tiny, but this Pokémon walks skillfully. It sneaks up on sleeping prey before sinking in its fangs and slurping up blood.",Golbat
1069,It loves the blood of humans and Pokémon. It flies around at night in search of neck veins.,Golbat
1070,"Once it starts sucking blood, it does not stop until it is full. It flies at night in search of prey.",Golbat
1071,It sinks its sharp fangs into other creatures and slurps up their blood. A closer look at the fangs reveals that they are hollow and akin to straws.,Golbat
1072,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of the Water Queen.",Goldeen
1073,"When it is time for them to lay eggs, they can be seen swimming up rivers and falls in large groups.",Goldeen
1074,"Its dorsal, pectoral and tail fins wave elegantly in water. That is why it is known as the water dancer.",Goldeen
1075,"A strong swimmer, it is capable of swimming nonstop up fast streams at a steady speed of five knots.",Goldeen
1076,"During spawning season, they swim gracefully in the water, searching for their perfect mate.",Goldeen
1077,"GOLDEEN is a very beautiful POKéMON with fins that billow elegantly in water. However, don’t let your guard down around this POKéMON - it could ram you powerfully with its horn.",Goldeen
1078,"GOLDEEN loves swimming wild and free in rivers and ponds. If one of these POKéMON is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",Goldeen
1079,Its dorsal and pectoral fins are strongly developed like muscles. It can swim at a speed of five knots.,Goldeen
1080,"Its tail fin billows like an elegant ballroom dress, giving it the nickname of “The Water Queen.”",Goldeen
1081,"In the springtime, schools of GOLDEEN can be seen swimming up falls and rivers. It metes out staggering damage with its single horn.",Goldeen
1082,It swims elegantly by flittering its tail fin as if it were a dress. It has the look of a queen.,Goldeen
1083,"It swims at a steady 5 knots. If it senses danger, it will strike back with its sharp horn.",Goldeen
1084,"Though it appears very elegant when swimming with fins unfurled, it can jab powerfully with its horn.",Goldeen
1085,"Its dorsal, pectoral and tail fins wave elegantly in water. That is why it is known as the water dancer.",Goldeen
1086,"A strong swimmer, it is capable of swimming nonstop up fast streams at a steady speed of five knots per hour.",Goldeen
1087,"Though it appears very elegant when swimming with fins unfurled, it can jab powerfully with its horn.",Goldeen
1088,"It swims at a steady 5 knots. If it senses danger, it will strike back with its sharp horn.",Goldeen
1089,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the water dancer.",Goldeen
1090,"Goldeen is a very beautiful Pokémon with fins that billow elegantly in water. However, don’t let your guard down around this Pokémon—it could ram you powerfully with its horn.",Goldeen
1091,"Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",Goldeen
1092,"When the weather grows warm, they form groups and swim upriver. This sight serves as a poetic reminder that spring has arrived.",Goldeen
1093,"Spellbound by the length of its horn and the beauty of its fins, many strange Trainers raise Goldeen and nothing but Goldeen.",Goldeen
1094,"Although known for their splendid tail fins, Goldeen apparently compete among themselves to see whose horn is thickest and sharpest.",Goldeen
1095,The way it swims along fluttering its dress-like fins has earned it the name “princess of the water.”,Goldeen
1096,"When it is time for them to lay eggs, they can be seen swimming up rivers and falls in large groups.",Goldeen
1097,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer.",Goldeen
1098,Its dorsal and pectoral fins are strongly developed like muscles. It can swim at a speed of five knots.,Goldeen
1099,It swims elegantly by flittering its tail fin as if it were a dress. It has the look of a queen.,Goldeen
1100,"It swims at a steady five knots. If it senses danger, it will strike back with its sharp horn.",Goldeen
1101,"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",Golduck
1102,Its slim and long limbs end in broad flippers. They are used for swimming gracefully in lakes.,Golduck
1103,"When it swims at full speed using its long, webbed limbs, its forehead somehow begins to glow.",Golduck
1104,It appears by waterways at dusk. It may use telekinetic powers if its forehead glows mysteriously.,Golduck
1105,"It swims gracefully along on the quiet, slow-moving rivers and lakes of which it is so fond.",Golduck
1106,The webbed flippers on its forelegs and hind legs and the streamlined body of GOLDUCK give it frightening speed. This POKéMON is definitely much faster than even the most athletic swimmer.,Golduck
1107,"GOLDUCK is the fastest swimmer among all POKéMON. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.",Golduck
1108,"The forelegs are webbed, helping to make it an adept swimmer. It can be seen swimming elegantly in lakes, etc.",Golduck
1109,Often seen swimming elegantly by lakeshores. It is often mistaken for the Japanese monster Kappa.,Golduck
1110,A GOLDUCK is an adept swimmer. It sometimes joins competitive swimmers in training. It uses psychic powers when its forehead shimmers with light.,Golduck
1111,A Pokémon that lives in lakes. It swims faster than any human swimming champion.,Golduck
1112,The flippers of its well-developed limbs give it shocking speed. It is the best swimmer among Pokémon.,Golduck
1113,It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.,Golduck
1114,"When it swims at full speed using its long, webbed limbs, its forehead somehow begins to glow.",Golduck
1115,It appears by waterways at dusk. It may use telekinetic powers if its forehead glows mysteriously.,Golduck
1116,It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.,Golduck
1117,"When its forehead shines mysteriously, Golduck can use the full extent of its power.",Golduck
1118,It appears by waterways at dusk. It may use telekinetic powers if its forehead glows mysteriously.,Golduck
1119,"The forelegs are webbed, helping to make it an adept swimmer. It can be seen swimming elegantly in lakes, etc.",Golduck
1120,The webbed flippers on its forelegs and hind legs and the streamlined body of Golduck give it frightening speed. This Pokémon is definitely much faster than even the most athletic swimmer.,Golduck
1121,"Golduck is the fastest swimmer among all Pokémon. It swims effortlessly, even in a rough, stormy sea. It sometimes rescues people from wrecked ships floundering in high seas.",Golduck
1122,"It is said that the red part of its forehead grants supernatural powers to those who possess one, so it was over-hunted in the past.",Golduck
1123,It swims along the banks of lakes and catches fish Pokémon. It takes them to the shore and quietly eats them up.,Golduck
1124,Even fast-swimming fish Pokémon can be disabled by Golduck. It brings them to a standstill and seizes them.,Golduck
1125,"A professional swimmer, it can continue swimming for two days straight by waving its long tail skillfully.",Golduck
1126,"Its long, slim limbs end in broad flippers. They are used for swimming gracefully in lakes.",Golduck
1127,"This Pokémon lives in gently flowing rivers. It paddles through the water with its long limbs, putting its graceful swimming skills on display.",Golduck
1128,Old tales tell of Golduck punishing those that defiled its river. The guilty were dragged into the water and taken away.,Golduck
1129,This Pokémon lives in lakes. It swims faster than any world-class swimmer.,Golduck
1130,The flippers of its well-developed limbs give it shocking speed. It is the best swimmer among Pokémon.,Golduck
1131,"Its body is strong, and it has webbing on its hands and feet. Golduck can swim easily through rough seas, clawing its way through the high waves.",Golduck
1132,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,Golem
1133,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air.",Golem
1134,It sheds its skin once a year. The discarded shell immediately hardens and crumbles away.,Golem
1135,It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain.,Golem
1136,"Its rock-like body is so durable, even high-powered dynamite blasts fail to scratch its rugged hide.",Golem
1137,"GOLEM live up on mountains. If there is a large earthquake, these POKéMON will come rolling down off the mountains en masse to the foothills below.",Golem
1138,"GOLEM is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this POKéMON’s course.",Golem
1139,It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger.,Golem
1140,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without taking damage.,Golem
1141,"It is said to live in volcanic craters on mountain peaks. Once a year, it sheds its hide and grows larger. The shed hide crumbles and returns to the soil.",Golem
1142,"It sheds its hide once a year. Its boulderlike body is so tough, even dynamite can’t harm it.",Golem
1143,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves.",Golem
1144,"Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year.",Golem
1145,It sheds its skin once a year. The discarded shell immediately hardens and crumbles away.,Golem
1146,It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain.,Golem
1147,"Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year.",Golem
1148,"Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year.",Golem
1149,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves.",Golem
1150,"Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year.",Golem
1151,"Golem live up on mountains. If there is a large earthquake, these Pokémon will come rolling down off the mountains en masse to the foothills below.",Golem
1152,"Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course.",Golem
1153,"Its body can survive dynamite blasts without a single scratch, but it hates rain and humidity.",Golem
1154,"Once a year, this Pokémon molts, and its shed shell returns to the soil. This process creates enriched soil, so farmers collect the shells.",Golem
1155,"When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss.",Golem
1156,It detonates its own body. The power from that explosion can propel it up steep mountain paths with amazing speed.,Golem
1157,"Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air.",Golem
1158,"It sheds its hide once a year. Its boulder-like body is so tough, even dynamite can’t harm it.",Golem
1159,"It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves.",Golem
1160,"The rocklike shell is shed each year. The cast-off shell then crumbles, reverting to a mass of soil, which can be spread across fields to promote crop growth.",Golem
1161,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,Graveler
1162,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid.",Graveler
1163,"With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains.",Graveler
1164,"A slow walker, it rolls to move. It pays no attention to any object that happens to be in its path.",Graveler
1165,"It travels by rolling on mountain paths. If it gains too much speed, it stops by running into huge rocks.",Graveler
1166,"GRAVELER grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This POKéMON eats its way through a ton of rocks on a daily basis.",Graveler
1167,"Rocks are GRAVELER’s favorite food. This POKéMON will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.",Graveler
1168,Be careful while hiking on mountain trails. GRAVELER may come rolling down the path without slowing.,Graveler
1169,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,Graveler
1170,"They descend from mountains by tumbling down steep slopes. They are so brutal, they smash aside obstructing trees and massive boulders with thunderous tackles.",Graveler
1171,GRAVELER make their homes on sheer cliff faces by gouging out numerous horizontal holes.,Graveler
1172,"It tumbles down slopes, heedless of any body parts chipping off. It eats a ton of rocks daily.",Graveler
1173,"It rolls on mountain paths to move. Once it builds momentum, no Pokémon can stop it without difficulty.",Graveler
1174,"With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains.",Graveler
1175,"A slow walker, it rolls to move. It pays no attention to any object that happens to be in its path.",Graveler
1176,"It rolls on mountain paths to move. Once it builds momentum, no Pokémon can stop it without difficulty.",Graveler
1177,"With a free and uncaring nature, it doesn’t mind if pieces break off while it rolls down mountains.",Graveler
1178,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,Graveler
1179,"Graveler grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This Pokémon eats its way through a ton of rocks on a daily basis.",Graveler
1180,"Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.",Graveler
1181,Mossy rocks are its favorite food. It can devour a ton a day while crunching loudly.,Graveler
1182,"This slow-footed Pokémon moves by curling up and rolling instead of walking. With enough momentum, its speed can exceed 60 mph.",Graveler
1183,"It climbs up cliffs as it heads toward the peak of a mountain. As soon as it reaches the summit, it rolls back down the way it came.",Graveler
1184,"It travels by rolling down cliffs. If it falls into a river, it will explode with its last gasp.",Graveler
1185,"Often seen rolling down mountain trails. Obstacles are just things to roll straight over, not avoid.",Graveler
1186,Graveler make their homes on sheer cliff faces that have numerous holes in them.,Graveler
1187,"It tumbles down slopes, heedless of any body parts chipping off. It eats a ton of rocks daily.",Graveler
1188,"Dwells in holes dug into sheer walls of stone. It enjoys rolling down slopes as though it were a boulder during a rockfall, so keep an eye upward while traversing mountain roads.",Graveler
1189,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,Grimer
1190,Made of hardened sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,Grimer
1191,"As it moves, it loses bits of its body from which new GRIMER emerge. This worsens the stench around it.",Grimer
1192,"Wherever GRIMER has passed, so many germs are left behind that no plants will ever grow again.",Grimer
1193,"When two of these POKéMON’s bodies are combined together, new poisons are created.",Grimer
1194,"GRIMER’s sludgy and rubbery body can be forced through any opening, however small it may be. This POKéMON enters sewer pipes to drink filthy wastewater.",Grimer
1195,GRIMER emerged from the sludge that settled on a polluted seabed. This POKéMON loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.,Grimer
1196,Sludge exposed to X rays from the moon transformed into GRIMER. It loves feeding on filthy things.,Grimer
1197,Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories.,Grimer
1198,"Born from polluted sludge in the sea, GRIMER’s favorite food is anything filthy. They feed on wastewater pumped out from factories.",Grimer
1199,It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth.,Grimer
1200,"As it moves, it loses bits of its body, from which new GRIMER emerge. This worsens the stench around it.",Grimer
1201,"Wherever GRIMER has passed, so many germs are left behind that no plants will ever grow again.",Grimer
1202,It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth.,Grimer
1203,"Born from sludge, these Pokémon now gather in polluted places and increase the bacteria in their bodies.",Grimer
1204,Sludge exposed to X-rays from the moon transformed into Grimer. It loves feeding on filthy things.,Grimer
1205,Appears in filthy areas. It thrives by sucking up polluted sludge that is pumped out of factories.,Grimer
1206,"Grimer’s sludgy and rubbery body can be forced through any opening, however small it may be. This Pokémon enters sewer pipes to drink filthy wastewater.",Grimer
1207,Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.,Grimer
1208,Its main source of food is the slimy industrial waste of factories. This Pokémon’s numbers have been decreasing in recent years.,Grimer
1209,"It was born from sludge transformed by exposure to X-rays from the moon. When its internal load of germs decreases, it dies.",Grimer
1210,"It was born from sludge on the ocean floor. In a sterile environment, the germs within its body can’t multiply, and it dies.",Grimer
1211,"The wastewater coming from factories is clean these days, so Grimer have nothing to eat. They’re said to be on the verge of extinction.",Grimer
1212,Made of congealed sludge. It smells too putrid to touch. Even weeds won’t grow in its path.,Grimer
1213,It was born when sludge in a dirty stream was exposed to the moon’s X-rays. It appears among filth.,Grimer
1214,Very protective of its territory. It will bark and bite to repel intruders from its space.,Growlithe
1215,"A POKéMON with a friendly nature. However, it will bark fiercely at anything invading its territory.",Growlithe
1216,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,Growlithe
1217,"Extremely loyal, it will fearlessly bark at any opponent to protect its own trainer from harm.",Growlithe
1218,"It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder.",Growlithe
1219,"GROWLITHE has a superb sense of smell. Once it smells anything, this POKéMON won’t forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.",Growlithe
1220,Very friendly and faithful to people. It will try to repel enemies by barking and biting.,Growlithe
1221,It is very protective of its territory. It will bark and bite to repel intruders from its space.,Growlithe
1222,"Its superb sense of smell ensures that this POKéMON won’t forget any scent, no matter what. It uses its sense of smell to detect the emotions of others.",Growlithe
1223,A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.,Growlithe
1224,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,Growlithe
1225,"Extremely loyal, it will fearlessly bark at any opponent to protect its own Trainer from harm.",Growlithe
1226,A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.,Growlithe
1227,"Extremely loyal to its Trainer, it will bark at those who approach the Trainer unexpectedly and run them out of town.",Growlithe
