id,dex_id,name,image,primary_type,secondary_type,is_mega
463,380,Latias,,Dragon,Psychic,0
464,380,Mega Latias,,Dragon,Psychic,1
465,381,Latios,,Dragon,Psychic,0
466,381,Mega Latios,,Dragon,Psychic,1
467,382,Kyogre,,Water,NULL,0
468,382,Primal Kyogre,,Water,NULL,1
469,383,Groudon,,Ground,NULL,0
470,383,Primal Groudon,,Ground,Fire,1
471,384,Rayquaza,,Dragon,Flying,0
472,384,Mega Rayquaza,,Dragon,Flying,1
473,385,Jirachi,,Steel,Psychic,0
474,386,Normal Forme,,Psychic,NULL,1
475,386,Attack Forme,,Psychic,NULL,1
476,386,Defense Forme,,Psychic,NULL,1
477,386,Speed Forme,,Psychic,NULL,1
478,387,Turtwig,,Grass,NULL,0
479,388,Grotle,,Grass,NULL,0
480,389,Torterra,,Grass,Ground,0
481,390,Chimchar,,Fire,NULL,0
482,391,Monferno,,Fire,Fighting,0
483,392,Infernape,,Fire,Fighting,0
484,393,Piplup,,Water,NULL,0
485,394,Prinplup,,Water,NULL,0
486,395,Empoleon,,Water,Steel,0
487,396,Starly,,Normal,Flying,0
488,397,Staravia,,Normal,Flying,0
489,398,Staraptor,,Normal,Flying,0
490,399,Bidoof,,Normal,NULL,0
491,400,Bibarel,,Normal,Water,0
492,401,Kricketot,,Bug,NULL,0
493,402,Kricketune,,Bug,NULL,0
494,403,Shinx,,Electric,NULL,0
495,404,Luxio,,Electric,NULL,0
496,405,Luxray,,Electric,NULL,0
497,406,Budew,,Grass,Poison,0
498,407,Roserade,,Grass,Poison,0
499,408,Cranidos,,Rock,NULL,0
500,409,Rampardos,,Rock,NULL,0
501,410,Shieldon,,Rock,Steel,0
502,411,Bastiodon,,Rock,Steel,0
503,412,Plant Cloak,,Bug,NULL,1
504,412,Sandy Cloak,,Bug,NULL,1
505,412,Trash Cloak,,Bug,NULL,1
506,413,Plant Cloak,,Bug,Grass,1
507,413,Sandy Cloak,,Bug,Ground,1
508,413,Trash Cloak,,Bug,Steel,1
509,414,Mothim,,Bug,Flying,0
510,415,Combee,,Bug,Flying,0
511,416,Vespiquen,,Bug,Flying,0
512,417,Pachirisu,,Electric,NULL,0
513,418,Buizel,,Water,NULL,0
514,419,Floatzel,,Water,NULL,0
515,420,Cherubi,,Grass,NULL,0
516,421,Cherrim,,Grass,NULL,0
517,422,Shellos,,Water,NULL,0
518,423,Gastrodon,,Water,Ground,0
519,424,Ambipom,,Normal,NULL,0
520,425,Drifloon,,Ghost,Flying,0
521,426,Drifblim,,Ghost,Flying,0
522,427,Buneary,,Normal,NULL,0
523,428,Lopunny,,Normal,NULL,0
524,428,Mega Lopunny,,Normal,Fighting,1
525,429,Mismagius,,Ghost,NULL,0
526,430,Honchkrow,,Dark,Flying,0
527,431,Glameow,,Normal,NULL,0
528,432,Purugly,,Normal,NULL,0
529,433,Chingling,,Psychic,NULL,0
530,434,Stunky,,Poison,Dark,0
531,435,Skuntank,,Poison,Dark,0
532,436,Bronzor,,Steel,Psychic,0
533,437,Bronzong,,Steel,Psychic,0
534,438,Bonsly,,Rock,NULL,0
535,439,Mime Jr.,,Psychic,Fairy,0
536,440,Happiny,,Normal,NULL,0
537,441,Chatot,,Normal,Flying,0
538,442,Spiritomb,,Ghost,Dark,0
539,443,Gible,,Dragon,Ground,0
540,444,Gabite,,Dragon,Ground,0
541,445,Garchomp,,Dragon,Ground,0
542,445,Mega Garchomp,,Dragon,Ground,1
543,446,Munchlax,,Normal,NULL,0
544,447,Riolu,,Fighting,NULL,0
545,448,Lucario,,Fighting,Steel,0
546,448,Mega Lucario,,Fighting,Steel,1
547,449,Hippopotas,,Ground,NULL,0
548,450,Hippowdon,,Ground,NULL,0
549,451,Skorupi,,Poison,Bug,0
550,452,Drapion,,Poison,Dark,0
551,453,Croagunk,,Poison,Fighting,0
552,454,Toxicroak,,Poison,Fighting,0
553,455,Carnivine,,Grass,NULL,0
554,456,Finneon,,Water,NULL,0
555,457,Lumineon,,Water,NULL,0
556,458,Mantyke,,Water,Flying,0
557,459,Snover,,Grass,Ice,0
558,460,Abomasnow,,Grass,Ice,0
559,460,Mega Abomasnow,,Grass,Ice,1
560,461,Weavile,,Dark,Ice,0
561,462,Magnezone,,Electric,Steel,0
562,463,Lickilicky,,Normal,NULL,0
563,464,Rhyperior,,Ground,Rock,0
564,465,Tangrowth,,Grass,NULL,0
565,466,Electivire,,Electric,NULL,0
566,467,Magmortar,,Fire,NULL,0
567,468,Togekiss,,Fairy,Flying,0
568,469,Yanmega,,Bug,Flying,0
569,470,Leafeon,,Grass,NULL,0
570,471,Glaceon,,Ice,NULL,0
571,472,Gliscor,,Ground,Flying,0
572,473,Mamoswine,,Ice,Ground,0
573,474,Porygon-Z,,Normal,NULL,0
574,475,Gallade,,Psychic,Fighting,0
575,475,Mega Gallade,,Psychic,Fighting,1
576,476,Probopass,,Rock,Steel,0
577,477,Dusknoir,,Ghost,NULL,0
578,478,Froslass,,Ice,Ghost,0
579,479,Rotom,,Electric,Ghost,0
580,479,Heat Rotom,,Electric,Fire,1
581,479,Wash Rotom,,Electric,Water,1
582,479,Frost Rotom,,Electric,Ice,1
583,479,Fan Rotom,,Electric,Flying,1
584,479,Mow Rotom,,Electric,Grass,1
585,480,Uxie,,Psychic,NULL,0
586,481,Mesprit,,Psychic,NULL,0
587,482,Azelf,,Psychic,NULL,0
588,483,Dialga,,Steel,Dragon,0
589,483,Origin Forme,,Steel,Dragon,1
590,484,Palkia,,Water,Dragon,0
591,484,Origin Forme,,Water,Dragon,1
592,485,Heatran,,Fire,Steel,0
593,486,Regigigas,,Normal,NULL,0
594,487,Altered Forme,,Ghost,Dragon,1
595,487,Origin Forme,,Ghost,Dragon,1
596,488,Cresselia,,Psychic,NULL,0
597,489,Phione,,Water,NULL,0
598,490,Manaphy,,Water,NULL,0
599,491,Darkrai,,Dark,NULL,0
600,492,Land Forme,,Grass,NULL,1
601,492,Sky Forme,,Grass,Flying,1
602,493,Arceus,,Normal,NULL,0
603,494,Victini,,Psychic,Fire,0
604,495,Snivy,,Grass,NULL,0
605,496,Servine,,Grass,NULL,0
606,497,Serperior,,Grass,NULL,0
607,498,Tepig,,Fire,NULL,0
608,499,Pignite,,Fire,Fighting,0
609,500,Emboar,,Fire,Fighting,0
610,501,Oshawott,,Water,NULL,0
611,502,Dewott,,Water,NULL,0
612,503,Samurott,,Water,NULL,0
613,503,Hisuian Samurott,,Water,Dark,1
614,504,Patrat,,Normal,NULL,0
615,505,Watchog,,Normal,NULL,0
616,506,Lillipup,,Normal,NULL,0
617,507,Herdier,,Normal,NULL,0
618,508,Stoutland,,Normal,NULL,0
619,509,Purrloin,,Dark,NULL,0
620,510,Liepard,,Dark,NULL,0
621,511,Pansage,,Grass,NULL,0
622,512,Simisage,,Grass,NULL,0
623,513,Pansear,,Fire,NULL,0
624,514,Simisear,,Fire,NULL,0
625,515,Panpour,,Water,NULL,0
626,516,Simipour,,Water,NULL,0
627,517,Munna,,Psychic,NULL,0
628,518,Musharna,,Psychic,NULL,0
629,519,Pidove,,Normal,Flying,0
630,520,Tranquill,,Normal,Flying,0
631,521,Unfezant,,Normal,Flying,0
632,522,Blitzle,,Electric,NULL,0
633,523,Zebstrika,,Electric,NULL,0
634,524,Roggenrola,,Rock,NULL,0
635,525,Boldore,,Rock,NULL,0
636,526,Gigalith,,Rock,NULL,0
637,527,Woobat,,Psychic,Flying,0
638,528,Swoobat,,Psychic,Flying,0
639,529,Drilbur,,Ground,NULL,0
640,530,Excadrill,,Ground,Steel,0
641,531,Audino,,Normal,NULL,0
642,531,Mega Audino,,Normal,Fairy,1
643,532,Timburr,,Fighting,NULL,0
644,533,Gurdurr,,Fighting,NULL,0
645,534,Conkeldurr,,Fighting,NULL,0
646,535,Tympole,,Water,NULL,0
647,536,Palpitoad,,Water,Ground,0
648,537,Seismitoad,,Water,Ground,0
649,538,Throh,,Fighting,NULL,0
650,539,Sawk,,Fighting,NULL,0
651,540,Sewaddle,,Bug,Grass,0
652,541,Swadloon,,Bug,Grass,0
653,542,Leavanny,,Bug,Grass,0
654,543,Venipede,,Bug,Poison,0
655,544,Whirlipede,,Bug,Poison,0
656,545,Scolipede,,Bug,Poison,0
657,546,Cottonee,,Grass,Fairy,0
658,547,Whimsicott,,Grass,Fairy,0
659,548,Petilil,,Grass,NULL,0
660,549,Lilligant,,Grass,NULL,0
661,549,Hisuian Lilligant,,Grass,Fighting,1
662,550,Red-Striped Form,,Water,NULL,1
663,550,Blue-Striped Form,,Water,NULL,1
664,550,White-Striped Form,,Water,NULL,1
665,551,Sandile,,Ground,Dark,0
666,552,Krokorok,,Ground,Dark,0
667,553,Krookodile,,Ground,Dark,0
668,554,Darumaka,,Fire,NULL,0
669,554,Galarian Darumaka,,Ice,NULL,1
670,555,Standard Mode,,Fire,NULL,1
671,555,Zen Mode,,Fire,Psychic,1
672,555,Galarian Standard Mode,,Ice,NULL,1
673,555,Galarian Zen Mode,,Ice,Fire,1
674,556,Maractus,,Grass,NULL,0
675,557,Dwebble,,Bug,Rock,0
676,558,Crustle,,Bug,Rock,0
677,559,Scraggy,,Dark,Fighting,0
678,560,Scrafty,,Dark,Fighting,0
679,561,Sigilyph,,Psychic,Flying,0
680,562,Yamask,,Ghost,NULL,0
681,562,Galarian Yamask,,Ground,Ghost,1
682,563,Cofagrigus,,Ghost,NULL,0
683,564,Tirtouga,,Water,Rock,0
684,565,Carracosta,,Water,Rock,0
685,566,Archen,,Rock,Flying,0
686,567,Archeops,,Rock,Flying,0
687,568,Trubbish,,Poison,NULL,0
688,569,Garbodor,,Poison,NULL,0
689,570,Zorua,,Dark,NULL,0
690,570,Hisuian Zorua,,Normal,Ghost,1
691,571,Zoroark,,Dark,NULL,0
692,571,Hisuian Zoroark,,Normal,Ghost,1
693,572,Minccino,,Normal,NULL,0
694,573,Cinccino,,Normal,NULL,0
695,574,Gothita,,Psychic,NULL,0
696,575,Gothorita,,Psychic,NULL,0
697,576,Gothitelle,,Psychic,NULL,0
698,577,Solosis,,Psychic,NULL,0
699,578,Duosion,,Psychic,NULL,0
700,579,Reuniclus,,Psychic,NULL,0
701,580,Ducklett,,Water,Flying,0
702,581,Swanna,,Water,Flying,0
703,582,Vanillite,,Ice,NULL,0
704,583,Vanillish,,Ice,NULL,0
705,584,Vanilluxe,,Ice,NULL,0
706,585,Deerling,,Normal,Grass,0
707,586,Sawsbuck,,Normal,Grass,0
708,587,Emolga,,Electric,Flying,0
709,588,Karrablast,,Bug,NULL,0
710,589,Escavalier,,Bug,Steel,0
711,590,Foongus,,Grass,Poison,0
712,591,Amoonguss,,Grass,Poison,0
713,592,Frillish,,Water,Ghost,0
714,593,Jellicent,,Water,Ghost,0
715,594,Alomomola,,Water,NULL,0
716,595,Joltik,,Bug,Electric,0
717,596,Galvantula,,Bug,Electric,0
718,597,Ferroseed,,Grass,Steel,0
719,598,Ferrothorn,,Grass,Steel,0
720,599,Klink,,Steel,NULL,0
721,600,Klang,,Steel,NULL,0
722,601,Klinklang,,Steel,NULL,0
723,602,Tynamo,,Electric,NULL,0
724,603,Eelektrik,,Electric,NULL,0
725,604,Eelektross,,Electric,NULL,0
726,605,Elgyem,,Psychic,NULL,0
727,606,Beheeyem,,Psychic,NULL,0
728,607,Litwick,,Ghost,Fire,0
729,608,Lampent,,Ghost,Fire,0
730,609,Chandelure,,Ghost,Fire,0
731,610,Axew,,Dragon,NULL,0
732,611,Fraxure,,Dragon,NULL,0
733,612,Haxorus,,Dragon,NULL,0
734,613,Cubchoo,,Ice,NULL,0
735,614,Beartic,,Ice,NULL,0
736,615,Cryogonal,,Ice,NULL,0
737,616,Shelmet,,Bug,NULL,0
738,617,Accelgor,,Bug,NULL,0
739,618,Stunfisk,,Ground,Electric,0
740,618,Galarian Stunfisk,,Ground,Steel,1
741,619,Mienfoo,,Fighting,NULL,0
742,620,Mienshao,,Fighting,NULL,0
743,621,Druddigon,,Dragon,NULL,0
744,622,Golett,,Ground,Ghost,0
745,623,Golurk,,Ground,Ghost,0
746,624,Pawniard,,Dark,Steel,0
747,625,Bisharp,,Dark,Steel,0
748,626,Bouffalant,,Normal,NULL,0
749,627,Rufflet,,Normal,Flying,0
750,628,Braviary,,Normal,Flying,0
751,628,Hisuian Braviary,,Psychic,Flying,1
752,629,Vullaby,,Dark,Flying,0
753,630,Mandibuzz,,Dark,Flying,0
754,631,Heatmor,,Fire,NULL,0
755,632,Durant,,Bug,Steel,0
756,633,Deino,,Dark,Dragon,0
757,634,Zweilous,,Dark,Dragon,0
758,635,Hydreigon,,Dark,Dragon,0
759,636,Larvesta,,Bug,Fire,0
760,637,Volcarona,,Bug,Fire,0
761,638,Cobalion,,Steel,Fighting,0
762,639,Terrakion,,Rock,Fighting,0
763,640,Virizion,,Grass,Fighting,0
764,641,Incarnate Forme,,Flying,NULL,1
765,641,Therian Forme,,Flying,NULL,1
766,642,Incarnate Forme,,Electric,Flying,1
767,642,Therian Forme,,Electric,Flying,1
768,643,Reshiram,,Dragon,Fire,0
769,644,Zekrom,,Dragon,Electric,0
770,645,Incarnate Forme,,Ground,Flying,1
771,645,Therian Forme,,Ground,Flying,1
772,646,Kyurem,,Dragon,Ice,0
773,646,Black Kyurem,,Dragon,Ice,1
774,646,White Kyurem,,Dragon,Ice,1
775,647,Ordinary Form,,Water,Fighting,1
776,647,Resolute Form,,Water,Fighting,1
777,648,Aria Forme,,Normal,Psychic,1
778,648,Pirouette Forme,,Normal,Fighting,1
779,649,Genesect,,Bug,Steel,0
780,650,Chespin,,Grass,NULL,0
781,651,Quilladin,,Grass,NULL,0
782,652,Chesnaught,,Grass,Fighting,0
783,653,Fennekin,,Fire,NULL,0
784,654,Braixen,,Fire,NULL,0
785,655,Delphox,,Fire,Psychic,0
786,656,Froakie,,Water,NULL,0
787,657,Frogadier,,Water,NULL,0
788,658,Greninja,,Water,Dark,0
789,658,Ash-Greninja,,Water,Dark,1
790,659,Bunnelby,,Normal,NULL,0
791,660,Diggersby,,Normal,Ground,0
792,661,Fletchling,,Normal,Flying,0
793,662,Fletchinder,,Fire,Flying,0
794,663,Talonflame,,Fire,Flying,0
795,664,Scatterbug,,Bug,NULL,0
796,665,Spewpa,,Bug,NULL,0
797,666,Vivillon,,Bug,Flying,0
798,667,Litleo,,Fire,Normal,0
799,668,Pyroar,,Fire,Normal,0
800,669,Flabébé,,Fairy,NULL,0
801,670,Floette,,Fairy,NULL,0
802,671,Florges,,Fairy,NULL,0
803,672,Skiddo,,Grass,NULL,0
804,673,Gogoat,,Grass,NULL,0
805,674,Pancham,,Fighting,NULL,0
806,675,Pangoro,,Fighting,Dark,0
807,676,Furfrou,,Normal,NULL,0
808,677,Espurr,,Psychic,NULL,0
809,678,Male,,Psychic,NULL,1
810,678,Female,,Psychic,NULL,1
811,679,Honedge,,Steel,Ghost,0
812,680,Doublade,,Steel,Ghost,0
813,681,Shield Forme,,Steel,Ghost,1
814,681,Blade Forme,,Steel,Ghost,1
815,682,Spritzee,,Fairy,NULL,0
816,683,Aromatisse,,Fairy,NULL,0
817,684,Swirlix,,Fairy,NULL,0
818,685,Slurpuff,,Fairy,NULL,0
819,686,Inkay,,Dark,Psychic,0
820,687,Malamar,,Dark,Psychic,0
821,688,Binacle,,Rock,Water,0
822,689,Barbaracle,,Rock,Water,0
823,690,Skrelp,,Poison,Water,0
824,691,Dragalge,,Poison,Dragon,0
825,692,Clauncher,,Water,NULL,0
826,693,Clawitzer,,Water,NULL,0
827,694,Helioptile,,Electric,Normal,0
828,695,Heliolisk,,Electric,Normal,0
829,696,Tyrunt,,Rock,Dragon,0
830,697,Tyrantrum,,Rock,Dragon,0
831,698,Amaura,,Rock,Ice,0
832,699,Aurorus,,Rock,Ice,0
833,700,Sylveon,,Fairy,NULL,0
834,701,Hawlucha,,Fighting,Flying,0
835,702,Dedenne,,Electric,Fairy,0
836,703,Carbink,,Rock,Fairy,0
837,704,Goomy,,Dragon,NULL,0
838,705,Sliggoo,,Dragon,NULL,0
839,705,Hisuian Sliggoo,,Dragon,Steel,1
840,706,Goodra,,Dragon,NULL,0
841,706,Hisuian Goodra,,Dragon,Steel,1
842,707,Klefki,,Steel,Fairy,0
843,708,Phantump,,Ghost,Grass,0
844,709,Trevenant,,Ghost,Grass,0
845,710,Average Size,,Ghost,Grass,1
846,710,Small Size,,Ghost,Grass,1
847,710,Large Size,,Ghost,Grass,1
848,710,Super Size,,Ghost,Grass,1
849,711,Average Size,,Ghost,Grass,1
850,711,Small Size,,Ghost,Grass,1
851,711,Large Size,,Ghost,Grass,1
852,711,Super Size,,Ghost,Grass,1
853,712,Bergmite,,Ice,NULL,0
854,713,Avalugg,,Ice,NULL,0
855,713,Hisuian Avalugg,,Ice,Rock,1
856,714,Noibat,,Flying,Dragon,0
857,715,Noivern,,Flying,Dragon,0
858,716,Xerneas,,Fairy,NULL,0
859,717,Yveltal,,Dark,Flying,0
860,718,50% Forme,,Dragon,Ground,1
861,718,10% Forme,,Dragon,Ground,1
862,718,Complete Forme,,Dragon,Ground,1
863,719,Diancie,,Rock,Fairy,0
864,719,Mega Diancie,,Rock,Fairy,1
865,720,Hoopa Confined,,Psychic,Ghost,1
866,720,Hoopa Unbound,,Psychic,Dark,1
867,721,Volcanion,,Fire,Water,0
868,722,Rowlet,,Grass,Flying,0
869,723,Dartrix,,Grass,Flying,0
870,724,Decidueye,,Grass,Ghost,0
871,724,Hisuian Decidueye,,Grass,Fighting,1
872,725,Litten,,Fire,NULL,0
873,726,Torracat,,Fire,NULL,0
874,727,Incineroar,,Fire,Dark,0
875,728,Popplio,,Water,NULL,0
876,729,Brionne,,Water,NULL,0
877,730,Primarina,,Water,Fairy,0
878,731,Pikipek,,Normal,Flying,0
879,732,Trumbeak,,Normal,Flying,0
880,733,Toucannon,,Normal,Flying,0
881,734,Yungoos,,Normal,NULL,0
882,735,Gumshoos,,Normal,NULL,0
883,736,Grubbin,,Bug,NULL,0
884,737,Charjabug,,Bug,Electric,0
885,738,Vikavolt,,Bug,Electric,0
886,739,Crabrawler,,Fighting,NULL,0
887,740,Crabominable,,Fighting,Ice,0
888,741,Baile Style,,Fire,Flying,1
889,741,Pom-Pom Style,,Electric,Flying,1
890,741,Pa'u Style,,Psychic,Flying,1
891,741,Sensu Style,,Ghost,Flying,1
892,742,Cutiefly,,Bug,Fairy,0
893,743,Ribombee,,Bug,Fairy,0
894,744,Rockruff,,Rock,NULL,0
895,744,Own Tempo Rockruff,,Rock,NULL,1
896,745,Midday Form,,Rock,NULL,1
897,745,Midnight Form,,Rock,NULL,1
898,745,Dusk Form,,Rock,NULL,1
899,746,Solo Form,,Water,NULL,1
900,746,School Form,,Water,NULL,1
901,747,Mareanie,,Poison,Water,0
902,748,Toxapex,,Poison,Water,0
903,749,Mudbray,,Ground,NULL,0
904,750,Mudsdale,,Ground,NULL,0
905,751,Dewpider,,Water,Bug,0
906,752,Araquanid,,Water,Bug,0
907,753,Fomantis,,Grass,NULL,0
908,754,Lurantis,,Grass,NULL,0
909,755,Morelull,,Grass,Fairy,0
910,756,Shiinotic,,Grass,Fairy,0
911,757,Salandit,,Poison,Fire,0
912,758,Salazzle,,Poison,Fire,0
913,759,Stufful,,Normal,Fighting,0
914,760,Bewear,,Normal,Fighting,0
915,761,Bounsweet,,Grass,NULL,0
916,762,Steenee,,Grass,NULL,0
917,763,Tsareena,,Grass,NULL,0
918,764,Comfey,,Fairy,NULL,0
919,765,Oranguru,,Normal,Psychic,0
920,766,Passimian,,Fighting,NULL,0
921,767,Wimpod,,Bug,Water,0
922,768,Golisopod,,Bug,Water,0
923,769,Sandygast,,Ghost,Ground,0
924,770,Palossand,,Ghost,Ground,0
925,771,Pyukumuku,,Water,NULL,0
926,772,Type: Null,,Normal,NULL,0
927,773,Silvally,,Normal,NULL,0
928,774,Meteor Form,,Rock,Flying,1
929,774,Core Form,,Rock,Flying,1
930,775,Komala,,Normal,NULL,0
931,776,Turtonator,,Fire,Dragon,0
932,777,Togedemaru,,Electric,Steel,0
933,778,Mimikyu,,Ghost,Fairy,0
934,779,Bruxish,,Water,Psychic,0
935,780,Drampa,,Normal,Dragon,0
936,781,Dhelmise,,Ghost,Grass,0
937,782,Jangmo-o,,Dragon,NULL,0
938,783,Hakamo-o,,Dragon,Fighting,0
939,784,Kommo-o,,Dragon,Fighting,0
940,785,Tapu Koko,,Electric,Fairy,0
941,786,Tapu Lele,,Psychic,Fairy,0
942,787,Tapu Bulu,,Grass,Fairy,0
943,788,Tapu Fini,,Water,Fairy,0
944,789,Cosmog,,Psychic,NULL,0
945,790,Cosmoem,,Psychic,NULL,0
946,791,Solgaleo,,Psychic,Steel,0
947,792,Lunala,,Psychic,Ghost,0
948,793,Nihilego,,Rock,Poison,0
949,794,Buzzwole,,Bug,Fighting,0
950,795,Pheromosa,,Bug,Fighting,0
951,796,Xurkitree,,Electric,NULL,0
952,797,Celesteela,,Steel,Flying,0
953,798,Kartana,,Grass,Steel,0
954,799,Guzzlord,,Dark,Dragon,0
955,800,Necrozma,,Psychic,NULL,0
956,800,Dusk Mane Necrozma,,Psychic,Steel,1
957,800,Dawn Wings Necrozma,,Psychic,Ghost,1
958,800,Ultra Necrozma,,Psychic,Dragon,1
959,801,Magearna,,Steel,Fairy,0
960,802,Marshadow,,Fighting,Ghost,0
961,803,Poipole,,Poison,NULL,0
962,804,Naganadel,,Poison,Dragon,0
963,805,Stakataka,,Rock,Steel,0
964,806,Blacephalon,,Fire,Ghost,0
965,807,Zeraora,,Electric,NULL,0
966,808,Meltan,,Steel,NULL,0
967,809,Melmetal,,Steel,NULL,0
968,810,Grookey,,Grass,NULL,0
969,811,Thwackey,,Grass,NULL,0
970,812,Rillaboom,,Grass,NULL,0
971,813,Scorbunny,,Fire,NULL,0
972,814,Raboot,,Fire,NULL,0
973,815,Cinderace,,Fire,NULL,0
974,816,Sobble,,Water,NULL,0
975,817,Drizzile,,Water,NULL,0
976,818,Inteleon,,Water,NULL,0
977,819,Skwovet,,Normal,NULL,0
978,820,Greedent,,Normal,NULL,0
979,821,Rookidee,,Flying,NULL,0
980,822,Corvisquire,,Flying,NULL,0
981,823,Corviknight,,Flying,Steel,0
982,824,Blipbug,,Bug,NULL,0
983,825,Dottler,,Bug,Psychic,0
984,826,Orbeetle,,Bug,Psychic,0
985,827,Nickit,,Dark,NULL,0
986,828,Thievul,,Dark,NULL,0
987,829,Gossifleur,,Grass,NULL,0
988,830,Eldegoss,,Grass,NULL,0
989,831,Wooloo,,Normal,NULL,0
990,832,Dubwool,,Normal,NULL,0
991,833,Chewtle,,Water,NULL,0
992,834,Drednaw,,Water,Rock,0
993,835,Yamper,,Electric,NULL,0
994,836,Boltund,,Electric,NULL,0
995,837,Rolycoly,,Rock,NULL,0
996,838,Carkol,,Rock,Fire,0
997,839,Coalossal,,Rock,Fire,0
998,840,Applin,,Grass,Dragon,0
999,841,Flapple,,Grass,Dragon,0
1000,842,Appletun,,Grass,Dragon,0
1001,843,Silicobra,,Ground,NULL,0
1002,844,Sandaconda,,Ground,NULL,0
1003,845,Cramorant,,Flying,Water,0
1004,846,Arrokuda,,Water,NULL,0
1005,847,Barraskewda,,Water,NULL,0
1006,848,Toxel,,Electric,Poison,0
1007,849,Low Key Form,,Electric,Poison,1
1008,849,Amped Form,,Electric,Poison,1
1009,850,Sizzlipede,,Fire,Bug,0
1010,851,Centiskorch,,Fire,Bug,0
1011,852,Clobbopus,,Fighting,NULL,0
1012,853,Grapploct,,Fighting,NULL,0
1013,854,Sinistea,,Ghost,NULL,0
1014,855,Polteageist,,Ghost,NULL,0
1015,856,Hatenna,,Psychic,NULL,0
1016,857,Hattrem,,Psychic,NULL,0
1017,858,Hatterene,,Psychic,Fairy,0
1018,859,Impidimp,,Dark,Fairy,0
1019,860,Morgrem,,Dark,Fairy,0
1020,861,Grimmsnarl,,Dark,Fairy,0
1021,862,Obstagoon,,Dark,Normal,0
1022,863,Perrserker,,Steel,NULL,0
1023,864,Cursola,,Ghost,NULL,0
1024,865,Sirfetch'd,,Fighting,NULL,0
1025,866,Mr. Rime,,Ice,Psychic,0
1026,867,Runerigus,,Ground,Ghost,0
1027,868,Milcery,,Fairy,NULL,0
1028,869,Alcremie,,Fairy,NULL,0
1029,870,Falinks,,Fighting,NULL,0
1030,871,Pincurchin,,Electric,NULL,0
1031,872,Snom,,Ice,Bug,0
1032,873,Frosmoth,,Ice,Bug,0
1033,874,Stonjourner,,Rock,NULL,0
1034,875,Ice Face,,Ice,NULL,1
1035,875,Noice Face,,Ice,NULL,1
1036,876,Male,,Psychic,Normal,1
1037,876,Female,,Psychic,Normal,1
1038,877,Full Belly Mode,,Electric,Dark,1
1039,877,Hangry Mode,,Electric,Dark,1
1040,878,Cufant,,Steel,NULL,0
1041,879,Copperajah,,Steel,NULL,0
1042,880,Dracozolt,,Electric,Dragon,0
1043,881,Arctozolt,,Electric,Ice,0
1044,882,Dracovish,,Water,Dragon,0
1045,883,Arctovish,,Water,Ice,0
1046,884,Duraludon,,Steel,Dragon,0
1047,885,Dreepy,,Dragon,Ghost,0
1048,886,Drakloak,,Dragon,Ghost,0
1049,887,Dragapult,,Dragon,Ghost,0
1050,888,Crowned Sword,,Fairy,Steel,1
1051,888,Hero of Many Battles,,Fairy,NULL,1
1052,889,Crowned Shield,,Fighting,Steel,1
1053,889,Hero of Many Battles,,Fighting,NULL,1
1054,890,Eternatus,,Poison,Dragon,0
1055,890,Eternamax,,Poison,Dragon,1
1056,891,Kubfu,,Fighting,NULL,0
1057,892,Single Strike Style,,Fighting,Dark,1
1058,892,Rapid Strike Style,,Fighting,Water,1
1059,893,Zarude,,Dark,Grass,0
1060,894,Regieleki,,Electric,NULL,0
1061,895,Regidrago,,Dragon,NULL,0
1062,896,Glastrier,,Ice,NULL,0
1063,897,Spectrier,,Ghost,NULL,0
1064,898,Calyrex,,Psychic,Grass,0
1065,898,Ice Rider,,Psychic,Ice,1
1066,898,Shadow Rider,,Psychic,Ghost,1
1067,899,Wyrdeer,,Normal,Psychic,0
1068,900,Kleavor,,Bug,Rock,0
1069,901,Ursaluna,,Normal,Ground,0
1070,902,Male,,Water,Ghost,1
1071,902,Female,,Water,Ghost,1
1072,903,Sneasler,,Poison,Fighting,0
1073,904,Overqwil,,Dark,Poison,0
1074,905,Incarnate Forme,,Fairy,Flying,1
1075,905,Therian Forme,,Fairy,Flying,1
