,Unnamed: 0,id,dex_id,name,image,primary_type,secondary_type,is_mega,Description
187,187,188,143,Snorlax,https://projectpokemon.org/images/normal-sprite/snorlax.gif,Normal,,0,"It is not satisfied unless it eats over 880 pounds of food every day. When it is done eating, it goes promptly to sleep."
188,188,189,144,Articuno,https://projectpokemon.org/images/normal-sprite/articuno.gif,Ice,Flying,0,"It’s said that this Pokémon’s beautiful blue wings are made of ice. Articuno flies over snowy mountains, its long tail fluttering along behind it."
189,189,190,144,Galarian Articuno,,Psychic,Flying,1,
190,190,191,145,Zapdos,https://projectpokemon.org/images/normal-sprite/zapdos.gif,Electric,Flying,0,This Pokémon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.
191,191,192,145,Galarian Zapdos,,Fighting,Flying,1,
192,192,193,146,Moltres,https://projectpokemon.org/images/normal-sprite/moltres.gif,Fire,Flying,0,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow."
193,193,194,146,Galarian Moltres,,Dark,Flying,1,
194,194,195,147,Dratini,https://projectpokemon.org/images/normal-sprite/dratini.gif,Dragon,,0,"Dratini dwells near bodies of rapidly flowing water, such as the plunge pools of waterfalls. As it grows, Dratini will shed its skin many times."
195,195,196,148,Dragonair,https://projectpokemon.org/images/normal-sprite/dragonair.gif,Dragon,,0,"This Pokémon lives in pristine oceans and lakes. It can control the weather, and it uses this power to fly into the sky, riding on the wind."
196,196,197,149,Dragonite,https://projectpokemon.org/images/normal-sprite/dragonite.gif,Dragon,Flying,0,"It’s a kindhearted Pokémon. If it spots a drowning person or Pokémon, Dragonite simply must help them."
197,197,198,150,Mewtwo,https://projectpokemon.org/images/normal-sprite/mewtwo.gif,Psychic,,0,"Its DNA is almost the same as Mew’s. However, its size and disposition are vastly different."
198,198,199,150,Mega Mewtwo X,,Psychic,Fighting,1,
199,199,200,150,Mega Mewtwo Y,,Psychic,,1,
200,200,201,151,Mew,https://projectpokemon.org/images/normal-sprite/mew.gif,Psychic,,0,"When viewed through a microscope, this Pokémon’s short, fine, delicate hair can be seen."
201,201,202,152,Chikorita,https://projectpokemon.org/images/normal-sprite/chikorita.gif,Grass,,0,
202,202,203,153,Bayleef,https://projectpokemon.org/images/normal-sprite/bayleef.gif,Grass,,0,
203,203,204,154,Meganium,https://projectpokemon.org/images/normal-sprite/meganium.gif,Grass,,0,
204,204,205,155,Cyndaquil,https://projectpokemon.org/images/normal-sprite/cyndaquil.gif,Fire,,0,
205,205,206,156,Quilava,https://projectpokemon.org/images/normal-sprite/quilava.gif,Fire,,0,
206,206,207,157,Typhlosion,https://projectpokemon.org/images/normal-sprite/typhlosion.gif,Fire,,0,
207,207,208,157,Hisuian Typhlosion,,Fire,Ghost,1,
208,208,209,158,Totodile,https://projectpokemon.org/images/normal-sprite/totodile.gif,Water,,0,
209,209,210,159,Croconaw,https://projectpokemon.org/images/normal-sprite/croconaw.gif,Water,,0,
210,210,211,160,Feraligatr,https://projectpokemon.org/images/normal-sprite/feraligatr.gif,Water,,0,
211,211,212,161,Sentret,https://projectpokemon.org/images/normal-sprite/sentret.gif,Normal,,0,
212,212,213,162,Furret,https://projectpokemon.org/images/normal-sprite/furret.gif,Normal,,0,
213,213,214,163,Hoothoot,https://projectpokemon.org/images/normal-sprite/hoothoot.gif,Normal,Flying,0,
214,214,215,164,Noctowl,https://projectpokemon.org/images/normal-sprite/noctowl.gif,Normal,Flying,0,
215,215,216,165,Ledyba,https://projectpokemon.org/images/normal-sprite/ledyba.gif,Bug,Flying,0,
216,216,217,166,Ledian,https://projectpokemon.org/images/normal-sprite/ledian.gif,Bug,Flying,0,
217,217,218,167,Spinarak,https://projectpokemon.org/images/normal-sprite/spinarak.gif,Bug,Poison,0,
218,218,219,168,Ariados,https://projectpokemon.org/images/normal-sprite/ariados.gif,Bug,Poison,0,
219,219,220,169,Crobat,https://projectpokemon.org/images/normal-sprite/crobat.gif,Poison,Flying,0,
220,220,221,170,Chinchou,https://projectpokemon.org/images/normal-sprite/chinchou.gif,Water,Electric,0,
221,221,222,171,Lanturn,https://projectpokemon.org/images/normal-sprite/lanturn.gif,Water,Electric,0,
222,222,223,172,Pichu,https://projectpokemon.org/images/normal-sprite/pichu.gif,Electric,,0,
223,223,224,173,Cleffa,https://projectpokemon.org/images/normal-sprite/cleffa.gif,Fairy,,0,
224,224,225,174,Igglybuff,https://projectpokemon.org/images/normal-sprite/igglybuff.gif,Normal,Fairy,0,
225,225,226,175,Togepi,https://projectpokemon.org/images/normal-sprite/togepi.gif,Fairy,,0,
226,226,227,176,Togetic,https://projectpokemon.org/images/normal-sprite/togetic.gif,Fairy,Flying,0,
227,227,228,177,Natu,https://projectpokemon.org/images/normal-sprite/natu.gif,Psychic,Flying,0,
228,228,229,178,Xatu,https://projectpokemon.org/images/normal-sprite/xatu.gif,Psychic,Flying,0,
229,229,230,179,Mareep,https://projectpokemon.org/images/normal-sprite/mareep.gif,Electric,,0,
230,230,231,180,Flaaffy,https://projectpokemon.org/images/normal-sprite/flaaffy.gif,Electric,,0,
231,231,232,181,Ampharos,https://projectpokemon.org/images/normal-sprite/ampharos.gif,Electric,,0,
232,232,233,181,Mega Ampharos,,Electric,Dragon,1,
233,233,234,182,Bellossom,https://projectpokemon.org/images/normal-sprite/bellossom.gif,Grass,,0,
234,234,235,183,Marill,https://projectpokemon.org/images/normal-sprite/marill.gif,Water,Fairy,0,
235,235,236,184,Azumarill,https://projectpokemon.org/images/normal-sprite/azumarill.gif,Water,Fairy,0,
236,236,237,185,Sudowoodo,https://projectpokemon.org/images/normal-sprite/sudowoodo.gif,Rock,,0,
237,237,238,186,Politoed,https://projectpokemon.org/images/normal-sprite/politoed.gif,Water,,0,
238,238,239,187,Hoppip,https://projectpokemon.org/images/normal-sprite/hoppip.gif,Grass,Flying,0,
239,239,240,188,Skiploom,https://projectpokemon.org/images/normal-sprite/skiploom.gif,Grass,Flying,0,
240,240,241,189,Jumpluff,https://projectpokemon.org/images/normal-sprite/jumpluff.gif,Grass,Flying,0,
241,241,242,190,Aipom,https://projectpokemon.org/images/normal-sprite/aipom.gif,Normal,,0,
242,242,243,191,Sunkern,https://projectpokemon.org/images/normal-sprite/sunkern.gif,Grass,,0,
243,243,244,192,Sunflora,https://projectpokemon.org/images/normal-sprite/sunflora.gif,Grass,,0,
244,244,245,193,Yanma,https://projectpokemon.org/images/normal-sprite/yanma.gif,Bug,Flying,0,
245,245,246,194,Wooper,https://projectpokemon.org/images/normal-sprite/wooper.gif,Water,Ground,0,
246,246,247,195,Quagsire,https://projectpokemon.org/images/normal-sprite/quagsire.gif,Water,Ground,0,
247,247,248,196,Espeon,https://projectpokemon.org/images/normal-sprite/espeon.gif,Psychic,,0,
248,248,249,197,Umbreon,https://projectpokemon.org/images/normal-sprite/umbreon.gif,Dark,,0,
249,249,250,198,Murkrow,https://projectpokemon.org/images/normal-sprite/murkrow.gif,Dark,Flying,0,
250,250,251,199,Slowking,https://projectpokemon.org/images/normal-sprite/slowking.gif,Water,Psychic,0,
251,251,252,199,Galarian Slowking,,Poison,Psychic,1,
252,252,253,200,Misdreavus,https://projectpokemon.org/images/normal-sprite/misdreavus.gif,Ghost,,0,
253,253,254,201,Unown,https://projectpokemon.org/images/normal-sprite/unown.gif,Psychic,,0,
254,254,255,202,Wobbuffet,https://projectpokemon.org/images/normal-sprite/wobbuffet.gif,Psychic,,0,
255,255,256,203,Girafarig,https://projectpokemon.org/images/normal-sprite/girafarig.gif,Normal,Psychic,0,
256,256,257,204,Pineco,https://projectpokemon.org/images/normal-sprite/pineco.gif,Bug,,0,
257,257,258,205,Forretress,https://projectpokemon.org/images/normal-sprite/forretress.gif,Bug,Steel,0,
258,258,259,206,Dunsparce,https://projectpokemon.org/images/normal-sprite/dunsparce.gif,Normal,,0,
259,259,260,207,Gligar,https://projectpokemon.org/images/normal-sprite/gligar.gif,Ground,Flying,0,
260,260,261,208,Steelix,https://projectpokemon.org/images/normal-sprite/steelix.gif,Steel,Ground,0,
261,261,262,208,Mega Steelix,,Steel,Ground,1,
262,262,263,209,Snubbull,https://projectpokemon.org/images/normal-sprite/snubbull.gif,Fairy,,0,
263,263,264,210,Granbull,https://projectpokemon.org/images/normal-sprite/granbull.gif,Fairy,,0,
264,264,265,211,Qwilfish,https://projectpokemon.org/images/normal-sprite/qwilfish.gif,Water,Poison,0,
265,265,266,211,Hisuian Qwilfish,,Dark,Poison,1,
266,266,267,212,Scizor,https://projectpokemon.org/images/normal-sprite/scizor.gif,Bug,Steel,0,
267,267,268,212,Mega Scizor,,Bug,Steel,1,
268,268,269,213,Shuckle,https://projectpokemon.org/images/normal-sprite/shuckle.gif,Bug,Rock,0,
269,269,270,214,Heracross,https://projectpokemon.org/images/normal-sprite/heracross.gif,Bug,Fighting,0,
270,270,271,214,Mega Heracross,,Bug,Fighting,1,
271,271,272,215,Sneasel,https://projectpokemon.org/images/normal-sprite/sneasel.gif,Dark,Ice,0,
272,272,273,215,Hisuian Sneasel,,Poison,Fighting,1,
273,273,274,216,Teddiursa,https://projectpokemon.org/images/normal-sprite/teddiursa.gif,Normal,,0,
274,274,275,217,Ursaring,https://projectpokemon.org/images/normal-sprite/ursaring.gif,Normal,,0,
275,275,276,218,Slugma,https://projectpokemon.org/images/normal-sprite/slugma.gif,Fire,,0,
276,276,277,219,Magcargo,https://projectpokemon.org/images/normal-sprite/magcargo.gif,Fire,Rock,0,
277,277,278,220,Swinub,https://projectpokemon.org/images/normal-sprite/swinub.gif,Ice,Ground,0,
278,278,279,221,Piloswine,https://projectpokemon.org/images/normal-sprite/piloswine.gif,Ice,Ground,0,
279,279,280,222,Corsola,https://projectpokemon.org/images/normal-sprite/corsola.gif,Water,Rock,0,
280,280,281,222,Galarian Corsola,,Ghost,,1,
281,281,282,223,Remoraid,https://projectpokemon.org/images/normal-sprite/remoraid.gif,Water,,0,
282,282,283,224,Octillery,https://projectpokemon.org/images/normal-sprite/octillery.gif,Water,,0,
283,283,284,225,Delibird,https://projectpokemon.org/images/normal-sprite/delibird.gif,Ice,Flying,0,
284,284,285,226,Mantine,https://projectpokemon.org/images/normal-sprite/mantine.gif,Water,Flying,0,
285,285,286,227,Skarmory,https://projectpokemon.org/images/normal-sprite/skarmory.gif,Steel,Flying,0,
286,286,287,228,Houndour,https://projectpokemon.org/images/normal-sprite/houndour.gif,Dark,Fire,0,
287,287,288,229,Houndoom,https://projectpokemon.org/images/normal-sprite/houndoom.gif,Dark,Fire,0,
288,288,289,229,Mega Houndoom,,Dark,Fire,1,
289,289,290,230,Kingdra,https://projectpokemon.org/images/normal-sprite/kingdra.gif,Water,Dragon,0,
290,290,291,231,Phanpy,https://projectpokemon.org/images/normal-sprite/phanpy.gif,Ground,,0,
291,291,292,232,Donphan,https://projectpokemon.org/images/normal-sprite/donphan.gif,Ground,,0,
292,292,293,233,Porygon2,https://projectpokemon.org/images/normal-sprite/porygon2.gif,Normal,,0,
293,293,294,234,Stantler,https://projectpokemon.org/images/normal-sprite/stantler.gif,Normal,,0,
294,294,295,235,Smeargle,https://projectpokemon.org/images/normal-sprite/smeargle.gif,Normal,,0,
295,295,296,236,Tyrogue,https://projectpokemon.org/images/normal-sprite/tyrogue.gif,Fighting,,0,
296,296,297,237,Hitmontop,https://projectpokemon.org/images/normal-sprite/hitmontop.gif,Fighting,,0,
297,297,298,238,Smoochum,https://projectpokemon.org/images/normal-sprite/smoochum.gif,Ice,Psychic,0,
298,298,299,239,Elekid,https://projectpokemon.org/images/normal-sprite/elekid.gif,Electric,,0,
299,299,300,240,Magby,https://projectpokemon.org/images/normal-sprite/magby.gif,Fire,,0,
300,300,301,241,Miltank,https://projectpokemon.org/images/normal-sprite/miltank.gif,Normal,,0,
301,301,302,242,Blissey,https://projectpokemon.org/images/normal-sprite/blissey.gif,Normal,,0,
302,302,303,243,Raikou,https://projectpokemon.org/images/normal-sprite/raikou.gif,Electric,,0,
303,303,304,244,Entei,https://projectpokemon.org/images/normal-sprite/entei.gif,Fire,,0,
304,304,305,245,Suicune,https://projectpokemon.org/images/normal-sprite/suicune.gif,Water,,0,
305,305,306,246,Larvitar,https://projectpokemon.org/images/normal-sprite/larvitar.gif,Rock,Ground,0,
306,306,307,247,Pupitar,https://projectpokemon.org/images/normal-sprite/pupitar.gif,Rock,Ground,0,
307,307,308,248,Tyranitar,https://projectpokemon.org/images/normal-sprite/tyranitar.gif,Rock,Dark,0,
308,308,309,248,Mega Tyranitar,,Rock,Dark,1,
309,309,310,249,Lugia,https://projectpokemon.org/images/normal-sprite/lugia.gif,Psychic,Flying,0,
310,310,311,250,Ho-oh,https://projectpokemon.org/images/normal-sprite/ho-oh.gif,Fire,Flying,0,
311,311,312,251,Celebi,https://projectpokemon.org/images/normal-sprite/celebi.gif,Psychic,Grass,0,
312,312,313,252,Treecko,https://projectpokemon.org/images/normal-sprite/treecko.gif,Grass,,0,
313,313,314,253,Grovyle,https://projectpokemon.org/images/normal-sprite/grovyle.gif,Grass,,0,
314,314,315,254,Sceptile,https://projectpokemon.org/images/normal-sprite/sceptile.gif,Grass,,0,
315,315,316,254,Mega Sceptile,,Grass,Dragon,1,
316,316,317,255,Torchic,https://projectpokemon.org/images/normal-sprite/torchic.gif,Fire,,0,
317,317,318,256,Combusken,https://projectpokemon.org/images/normal-sprite/combusken.gif,Fire,Fighting,0,
318,318,319,257,Blaziken,https://projectpokemon.org/images/normal-sprite/blaziken.gif,Fire,Fighting,0,
319,319,320,257,Mega Blaziken,,Fire,Fighting,1,
320,320,321,258,Mudkip,https://projectpokemon.org/images/normal-sprite/mudkip.gif,Water,,0,
321,321,322,259,Marshtomp,https://projectpokemon.org/images/normal-sprite/marshtomp.gif,Water,Ground,0,
322,322,323,260,Swampert,https://projectpokemon.org/images/normal-sprite/swampert.gif,Water,Ground,0,
323,323,324,260,Mega Swampert,,Water,Ground,1,
324,324,325,261,Poochyena,https://projectpokemon.org/images/normal-sprite/poochyena.gif,Dark,,0,
325,325,326,262,Mightyena,https://projectpokemon.org/images/normal-sprite/mightyena.gif,Dark,,0,
326,326,327,263,Zigzagoon,https://projectpokemon.org/images/normal-sprite/zigzagoon.gif,Normal,,0,
327,327,328,263,Galarian Zigzagoon,,Dark,Normal,1,
328,328,329,264,Linoone,https://projectpokemon.org/images/normal-sprite/linoone.gif,Normal,,0,
329,329,330,264,Galarian Linoone,,Dark,Normal,1,
330,330,331,265,Wurmple,https://projectpokemon.org/images/normal-sprite/wurmple.gif,Bug,,0,
331,331,332,266,Silcoon,https://projectpokemon.org/images/normal-sprite/silcoon.gif,Bug,,0,
332,332,333,267,Beautifly,https://projectpokemon.org/images/normal-sprite/beautifly.gif,Bug,Flying,0,
333,333,334,268,Cascoon,https://projectpokemon.org/images/normal-sprite/cascoon.gif,Bug,,0,
334,334,335,269,Dustox,https://projectpokemon.org/images/normal-sprite/dustox.gif,Bug,Poison,0,
335,335,336,270,Lotad,https://projectpokemon.org/images/normal-sprite/lotad.gif,Water,Grass,0,
336,336,337,271,Lombre,https://projectpokemon.org/images/normal-sprite/lombre.gif,Water,Grass,0,
337,337,338,272,Ludicolo,https://projectpokemon.org/images/normal-sprite/ludicolo.gif,Water,Grass,0,
338,338,339,273,Seedot,https://projectpokemon.org/images/normal-sprite/seedot.gif,Grass,,0,
339,339,340,274,Nuzleaf,https://projectpokemon.org/images/normal-sprite/nuzleaf.gif,Grass,Dark,0,
340,340,341,275,Shiftry,https://projectpokemon.org/images/normal-sprite/shiftry.gif,Grass,Dark,0,
341,341,342,276,Taillow,https://projectpokemon.org/images/normal-sprite/taillow.gif,Normal,Flying,0,
342,342,343,277,Swellow,https://projectpokemon.org/images/normal-sprite/swellow.gif,Normal,Flying,0,
343,343,344,278,Wingull,https://projectpokemon.org/images/normal-sprite/wingull.gif,Water,Flying,0,
344,344,345,279,Pelipper,https://projectpokemon.org/images/normal-sprite/pelipper.gif,Water,Flying,0,
345,345,346,280,Ralts,https://projectpokemon.org/images/normal-sprite/ralts.gif,Psychic,Fairy,0,
346,346,347,281,Kirlia,https://projectpokemon.org/images/normal-sprite/kirlia.gif,Psychic,Fairy,0,
347,347,348,282,Gardevoir,https://projectpokemon.org/images/normal-sprite/gardevoir.gif,Psychic,Fairy,0,
348,348,349,282,Mega Gardevoir,,Psychic,Fairy,1,
349,349,350,283,Surskit,https://projectpokemon.org/images/normal-sprite/surskit.gif,Bug,Water,0,
350,350,351,284,Masquerain,https://projectpokemon.org/images/normal-sprite/masquerain.gif,Bug,Flying,0,
351,351,352,285,Shroomish,https://projectpokemon.org/images/normal-sprite/shroomish.gif,Grass,,0,
352,352,353,286,Breloom,https://projectpokemon.org/images/normal-sprite/breloom.gif,Grass,Fighting,0,
353,353,354,287,Slakoth,https://projectpokemon.org/images/normal-sprite/slakoth.gif,Normal,,0,
354,354,355,288,Vigoroth,https://projectpokemon.org/images/normal-sprite/vigoroth.gif,Normal,,0,
355,355,356,289,Slaking,https://projectpokemon.org/images/normal-sprite/slaking.gif,Normal,,0,
356,356,357,290,Nincada,https://projectpokemon.org/images/normal-sprite/nincada.gif,Bug,Ground,0,
357,357,358,291,Ninjask,https://projectpokemon.org/images/normal-sprite/ninjask.gif,Bug,Flying,0,
358,358,359,292,Shedinja,https://projectpokemon.org/images/normal-sprite/shedinja.gif,Bug,Ghost,0,
359,359,360,293,Whismur,https://projectpokemon.org/images/normal-sprite/whismur.gif,Normal,,0,
360,360,361,294,Loudred,https://projectpokemon.org/images/normal-sprite/loudred.gif,Normal,,0,
361,361,362,295,Exploud,https://projectpokemon.org/images/normal-sprite/exploud.gif,Normal,,0,
362,362,363,296,Makuhita,https://projectpokemon.org/images/normal-sprite/makuhita.gif,Fighting,,0,
363,363,364,297,Hariyama,https://projectpokemon.org/images/normal-sprite/hariyama.gif,Fighting,,0,
364,364,365,298,Azurill,https://projectpokemon.org/images/normal-sprite/azurill.gif,Normal,Fairy,0,
365,365,366,299,Nosepass,https://projectpokemon.org/images/normal-sprite/nosepass.gif,Rock,,0,
366,366,367,300,Skitty,https://projectpokemon.org/images/normal-sprite/skitty.gif,Normal,,0,
367,367,368,301,Delcatty,https://projectpokemon.org/images/normal-sprite/delcatty.gif,Normal,,0,
368,368,369,302,Sableye,https://projectpokemon.org/images/normal-sprite/sableye.gif,Dark,Ghost,0,
369,369,370,302,Mega Sableye,,Dark,Ghost,1,
370,370,371,303,Mawile,https://projectpokemon.org/images/normal-sprite/mawile.gif,Steel,Fairy,0,
371,371,372,303,Mega Mawile,,Steel,Fairy,1,
372,372,373,304,Aron,https://projectpokemon.org/images/normal-sprite/aron.gif,Steel,Rock,0,
373,373,374,305,Lairon,https://projectpokemon.org/images/normal-sprite/lairon.gif,Steel,Rock,0,
374,374,375,306,Aggron,https://projectpokemon.org/images/normal-sprite/aggron.gif,Steel,Rock,0,
375,375,376,306,Mega Aggron,,Steel,,1,
376,376,377,307,Meditite,https://projectpokemon.org/images/normal-sprite/meditite.gif,Fighting,Psychic,0,
377,377,378,308,Medicham,https://projectpokemon.org/images/normal-sprite/medicham.gif,Fighting,Psychic,0,
378,378,379,308,Mega Medicham,,Fighting,Psychic,1,
379,379,380,309,Electrike,https://projectpokemon.org/images/normal-sprite/electrike.gif,Electric,,0,
380,380,381,310,Manectric,https://projectpokemon.org/images/normal-sprite/manectric.gif,Electric,,0,
381,381,382,310,Mega Manectric,,Electric,,1,
382,382,383,311,Plusle,https://projectpokemon.org/images/normal-sprite/plusle.gif,Electric,,0,
383,383,384,312,Minun,https://projectpokemon.org/images/normal-sprite/minun.gif,Electric,,0,
384,384,385,313,Volbeat,https://projectpokemon.org/images/normal-sprite/volbeat.gif,Bug,,0,
385,385,386,314,Illumise,https://projectpokemon.org/images/normal-sprite/illumise.gif,Bug,,0,
386,386,387,315,Roselia,https://projectpokemon.org/images/normal-sprite/roselia.gif,Grass,Poison,0,
387,387,388,316,Gulpin,https://projectpokemon.org/images/normal-sprite/gulpin.gif,Poison,,0,
388,388,389,317,Swalot,https://projectpokemon.org/images/normal-sprite/swalot.gif,Poison,,0,
389,389,390,318,Carvanha,https://projectpokemon.org/images/normal-sprite/carvanha.gif,Water,Dark,0,
390,390,391,319,Sharpedo,https://projectpokemon.org/images/normal-sprite/sharpedo.gif,Water,Dark,0,
391,391,392,319,Mega Sharpedo,,Water,Dark,1,
392,392,393,320,Wailmer,https://projectpokemon.org/images/normal-sprite/wailmer.gif,Water,,0,
393,393,394,321,Wailord,https://projectpokemon.org/images/normal-sprite/wailord.gif,Water,,0,
394,394,395,322,Numel,https://projectpokemon.org/images/normal-sprite/numel.gif,Fire,Ground,0,
395,395,396,323,Camerupt,https://projectpokemon.org/images/normal-sprite/camerupt.gif,Fire,Ground,0,
396,396,397,323,Mega Camerupt,,Fire,Ground,1,
397,397,398,324,Torkoal,https://projectpokemon.org/images/normal-sprite/torkoal.gif,Fire,,0,
398,398,399,325,Spoink,https://projectpokemon.org/images/normal-sprite/spoink.gif,Psychic,,0,
399,399,400,326,Grumpig,https://projectpokemon.org/images/normal-sprite/grumpig.gif,Psychic,,0,
400,400,401,327,Spinda,https://projectpokemon.org/images/normal-sprite/spinda.gif,Normal,,0,
401,401,402,328,Trapinch,https://projectpokemon.org/images/normal-sprite/trapinch.gif,Ground,,0,
402,402,403,329,Vibrava,https://projectpokemon.org/images/normal-sprite/vibrava.gif,Ground,Dragon,0,
403,403,404,330,Flygon,https://projectpokemon.org/images/normal-sprite/flygon.gif,Ground,Dragon,0,
404,404,405,331,Cacnea,https://projectpokemon.org/images/normal-sprite/cacnea.gif,Grass,,0,
405,405,406,332,Cacturne,https://projectpokemon.org/images/normal-sprite/cacturne.gif,Grass,Dark,0,
406,406,407,333,Swablu,https://projectpokemon.org/images/normal-sprite/swablu.gif,Normal,Flying,0,
407,407,408,334,Altaria,https://projectpokemon.org/images/normal-sprite/altaria.gif,Dragon,Flying,0,
408,408,409,334,Mega Altaria,,Dragon,Fairy,1,
409,409,410,335,Zangoose,https://projectpokemon.org/images/normal-sprite/zangoose.gif,Normal,,0,
410,410,411,336,Seviper,https://projectpokemon.org/images/normal-sprite/seviper.gif,Poison,,0,
411,411,412,337,Lunatone,https://projectpokemon.org/images/normal-sprite/lunatone.gif,Rock,Psychic,0,
412,412,413,338,Solrock,https://projectpokemon.org/images/normal-sprite/solrock.gif,Rock,Psychic,0,
413,413,414,339,Barboach,https://projectpokemon.org/images/normal-sprite/barboach.gif,Water,Ground,0,
414,414,415,340,Whiscash,https://projectpokemon.org/images/normal-sprite/whiscash.gif,Water,Ground,0,
415,415,416,341,Corphish,https://projectpokemon.org/images/normal-sprite/corphish.gif,Water,,0,
416,416,417,342,Crawdaunt,https://projectpokemon.org/images/normal-sprite/crawdaunt.gif,Water,Dark,0,
417,417,418,343,Baltoy,https://projectpokemon.org/images/normal-sprite/baltoy.gif,Ground,Psychic,0,
418,418,419,344,Claydol,https://projectpokemon.org/images/normal-sprite/claydol.gif,Ground,Psychic,0,
419,419,420,345,Lileep,https://projectpokemon.org/images/normal-sprite/lileep.gif,Rock,Grass,0,
420,420,421,346,Cradily,https://projectpokemon.org/images/normal-sprite/cradily.gif,Rock,Grass,0,
421,421,422,347,Anorith,https://projectpokemon.org/images/normal-sprite/anorith.gif,Rock,Bug,0,
422,422,423,348,Armaldo,https://projectpokemon.org/images/normal-sprite/armaldo.gif,Rock,Bug,0,
423,423,424,349,Feebas,https://projectpokemon.org/images/normal-sprite/feebas.gif,Water,,0,
424,424,425,350,Milotic,https://projectpokemon.org/images/normal-sprite/milotic.gif,Water,,0,
425,425,426,351,Castform,https://projectpokemon.org/images/normal-sprite/castform.gif,Normal,,0,
426,426,427,351,Sunny Form,,Fire,,1,
427,427,428,351,Rainy Form,,Water,,1,
428,428,429,351,Snowy Form,,Ice,,1,
429,429,430,352,Kecleon,https://projectpokemon.org/images/normal-sprite/kecleon.gif,Normal,,0,
430,430,431,353,Shuppet,https://projectpokemon.org/images/normal-sprite/shuppet.gif,Ghost,,0,
431,431,432,354,Banette,https://projectpokemon.org/images/normal-sprite/banette.gif,Ghost,,0,
432,432,433,354,Mega Banette,,Ghost,,1,
433,433,434,355,Duskull,https://projectpokemon.org/images/normal-sprite/duskull.gif,Ghost,,0,
434,434,435,356,Dusclops,https://projectpokemon.org/images/normal-sprite/dusclops.gif,Ghost,,0,
435,435,436,357,Tropius,https://projectpokemon.org/images/normal-sprite/tropius.gif,Grass,Flying,0,
436,436,437,358,Chimecho,https://projectpokemon.org/images/normal-sprite/chimecho.gif,Psychic,,0,
437,437,438,359,Absol,https://projectpokemon.org/images/normal-sprite/absol.gif,Dark,,0,
438,438,439,359,Mega Absol,,Dark,,1,
439,439,440,360,Wynaut,https://projectpokemon.org/images/normal-sprite/wynaut.gif,Psychic,,0,
440,440,441,361,Snorunt,https://projectpokemon.org/images/normal-sprite/snorunt.gif,Ice,,0,
441,441,442,362,Glalie,https://projectpokemon.org/images/normal-sprite/glalie.gif,Ice,,0,
442,442,443,362,Mega Glalie,,Ice,,1,
443,443,444,363,Spheal,https://projectpokemon.org/images/normal-sprite/spheal.gif,Ice,Water,0,
444,444,445,364,Sealeo,https://projectpokemon.org/images/normal-sprite/sealeo.gif,Ice,Water,0,
445,445,446,365,Walrein,https://projectpokemon.org/images/normal-sprite/walrein.gif,Ice,Water,0,
446,446,447,366,Clamperl,https://projectpokemon.org/images/normal-sprite/clamperl.gif,Water,,0,
447,447,448,367,Huntail,https://projectpokemon.org/images/normal-sprite/huntail.gif,Water,,0,
448,448,449,368,Gorebyss,https://projectpokemon.org/images/normal-sprite/gorebyss.gif,Water,,0,
449,449,450,369,Relicanth,https://projectpokemon.org/images/normal-sprite/relicanth.gif,Water,Rock,0,
450,450,451,370,Luvdisc,https://projectpokemon.org/images/normal-sprite/luvdisc.gif,Water,,0,
451,451,452,371,Bagon,https://projectpokemon.org/images/normal-sprite/bagon.gif,Dragon,,0,
452,452,453,372,Shelgon,https://projectpokemon.org/images/normal-sprite/shelgon.gif,Dragon,,0,
453,453,454,373,Salamence,https://projectpokemon.org/images/normal-sprite/salamence.gif,Dragon,Flying,0,
454,454,455,373,Mega Salamence,,Dragon,Flying,1,
455,455,456,374,Beldum,https://projectpokemon.org/images/normal-sprite/beldum.gif,Steel,Psychic,0,
456,456,457,375,Metang,https://projectpokemon.org/images/normal-sprite/metang.gif,Steel,Psychic,0,
457,457,458,376,Metagross,https://projectpokemon.org/images/normal-sprite/metagross.gif,Steel,Psychic,0,
458,458,459,376,Mega Metagross,,Steel,Psychic,1,
459,459,460,377,Regirock,https://projectpokemon.org/images/normal-sprite/regirock.gif,Rock,,0,
460,460,461,378,Regice,https://projectpokemon.org/images/normal-sprite/regice.gif,Ice,,0,
461,461,462,379,Registeel,https://projectpokemon.org/images/normal-sprite/registeel.gif,Steel,,0,
462,462,463,380,Latias,https://projectpokemon.org/images/normal-sprite/latias.gif,Dragon,Psychic,0,
463,463,464,380,Mega Latias,,Dragon,Psychic,1,
464,464,465,381,Latios,https://projectpokemon.org/images/normal-sprite/latios.gif,Dragon,Psychic,0,
465,465,466,381,Mega Latios,,Dragon,Psychic,1,
466,466,467,382,Kyogre,https://projectpokemon.org/images/normal-sprite/kyogre.gif,Water,,0,
467,467,468,382,Primal Kyogre,,Water,,1,
468,468,469,383,Groudon,https://projectpokemon.org/images/normal-sprite/groudon.gif,Ground,,0,
469,469,470,383,Primal Groudon,,Ground,Fire,1,
470,470,471,384,Rayquaza,https://projectpokemon.org/images/normal-sprite/rayquaza.gif,Dragon,Flying,0,
471,471,472,384,Mega Rayquaza,,Dragon,Flying,1,
